"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","significance"
1.7184717432965e-12,1.2326121424177,0.123,0.053,4.31834764372977e-08,"Serpine2","Upregulated"
1.73470673349952e-12,0.75915720331646,0.238,0.144,4.35914455061095e-08,"Prxl2b","Upregulated"
3.01758653924192e-12,1.34431970204556,0.11,0.044,7.58289321446102e-08,"Ttll7","Upregulated"
3.38191216264034e-12,-0.708380226475727,0.17,0.252,8.4984070734989e-08,"Mgl2","Downregulated"
3.55195249482531e-12,-0.285251719870423,0.394,0.505,8.92570142424653e-08,"Mrc1","Not Significant"
4.82036117512143e-12,0.326668637314107,0.733,0.602,1.21130855969626e-07,"Psma7","Not Significant"
5.53754256532737e-12,-0.306611589037176,0.656,0.755,1.39152907124111e-07,"Cd63","Not Significant"
1.27597398737316e-11,-0.368099218554785,0.438,0.533,3.20639503287002e-07,"Dab2","Not Significant"
1.92973937696666e-11,0.96420343513958,0.17,0.094,4.84924208037952e-07,"Rtn1","Upregulated"
2.24458679386357e-11,0.379499183721701,0.837,0.748,5.64042215429976e-07,"mt-Nd3","Not Significant"
2.75601694665739e-11,0.354318372529589,0.683,0.545,6.92559498525536e-07,"Ndufb9","Not Significant"
3.10016158210083e-11,0.346659150231519,0.593,0.474,7.79039603966118e-07,"Eif2s2","Not Significant"
3.89182430760615e-11,-0.385749148515795,0.515,0.6,9.77976530258349e-07,"Ifitm2","Not Significant"
4.28016630838739e-11,1.18480427438386,0.114,0.05,1.07556299163467e-06,"Iigp1","Upregulated"
6.63607739231204e-11,0.327941798992714,0.652,0.521,1.66757988791409e-06,"Kif5b","Not Significant"
6.90588331599755e-11,1.30534303779619,0.104,0.044,1.73537941847702e-06,"Hmgn3","Upregulated"
9.32395950045459e-11,0.391000510680136,0.897,0.832,2.34301778286923e-06,"mt-Nd5","Not Significant"
9.53513094972112e-11,-0.564982248379506,0.18,0.254,2.39608305635542e-06,"Brd1","Downregulated"
1.02150877704082e-10,0.381522619649521,0.554,0.436,2.56694940582587e-06,"Atp5k","Not Significant"
1.15922593939391e-10,0.759461894547734,0.309,0.22,2.91301886310295e-06,"Cd180","Upregulated"
1.34853548561248e-10,-0.434983681958314,0.585,0.663,3.38873482179561e-06,"Wfdc17","Not Significant"
1.55119426107448e-10,-0.648502288137848,0.117,0.183,3.89799605865406e-06,"Gas6","Downregulated"
1.63566932039038e-10,0.445028557998171,0.628,0.555,4.11027343520899e-06,"Uba52","Not Significant"
2.28808138882505e-10,-0.261147885768549,0.772,0.847,5.74971972197848e-06,"Ier5","Not Significant"
2.36103409005394e-10,0.809911733775629,0.168,0.097,5.93304256489654e-06,"Stom","Upregulated"
2.82116212170004e-10,-0.432003586033045,0.44,0.521,7.08929829562004e-06,"Nr4a1","Not Significant"
3.01906718132971e-10,0.709949490990473,0.253,0.167,7.58661391996343e-06,"Lmo4","Upregulated"
3.92220260425753e-10,-0.308923499596931,0.846,0.874,9.85610292423874e-06,"Atf3","Not Significant"
5.51405851523059e-10,0.530279839612784,0.424,0.333,1.38562776429229e-05,"Plekho1","Upregulated"
6.69630045674729e-10,0.334873600773042,0.519,0.412,1.68271334177603e-05,"Atxn7l3b","Not Significant"
7.26289401326003e-10,-0.384439959901609,0.282,0.364,1.82509263659211e-05,"Gpr34","Not Significant"
7.40250732889654e-10,-0.52820004713435,0.314,0.381,1.86017606667841e-05,"Kdm6b","Downregulated"
7.86490961327406e-10,0.35271154180454,0.666,0.627,1.97637313671964e-05,"Psme1","Not Significant"
7.9467394632403e-10,-0.638754489054642,0.273,0.345,1.99693615971766e-05,"Dusp2","Downregulated"
8.75748013471422e-10,-0.752498173544876,0.056,0.103,2.20066718305234e-05,"Ctsf","Downregulated"
9.59397192303206e-10,0.585842280756379,0.342,0.252,2.41086920453873e-05,"Asph","Upregulated"
1.25998956188381e-09,-0.321151563184938,0.749,0.796,3.16622777005783e-05,"Bcl2a1b","Not Significant"
1.55376740125918e-09,-0.307003726275683,0.751,0.818,3.90446210262419e-05,"Kctd12","Not Significant"
1.89874343161398e-09,-0.288485943951715,0.703,0.776,4.77135236930277e-05,"Zfp36l1","Not Significant"
2.12101288604511e-09,-0.263524614359547,0.844,0.877,5.32989328134277e-05,"Ier2","Not Significant"
2.4936267503098e-09,0.405783083006047,0.516,0.436,6.2662346608535e-05,"Clec12a","Not Significant"
3.41867221022404e-09,-0.334657272327253,0.641,0.704,8.59078139707199e-05,"Cebpb","Not Significant"
4.56403134968196e-09,-0.339198928275543,0.453,0.527,0.000114689543786158,"Cd48","Not Significant"
5.19680215918917e-09,0.275565249838295,0.899,0.848,0.000130590441458265,"Calm2","Not Significant"
6.34938461031265e-09,0.471361051074912,0.451,0.356,0.000159553685872546,"Prpf4b","Not Significant"
6.88278434248101e-09,1.10703442154604,0.181,0.114,0.000172957487742205,"Ly6a","Upregulated"
7.49511875083015e-09,0.964300617069369,0.239,0.166,0.000188344839089611,"Ms4a4c","Upregulated"
7.87618404870849e-09,0.318575326170865,0.731,0.676,0.000197920628959996,"Nsa2","Not Significant"
7.93332192373269e-09,-0.251613024958518,0.674,0.751,0.000199356446621479,"H2-DMb1","Not Significant"
8.33713310466278e-09,-0.386306686204992,0.387,0.472,0.000209503817787071,"Rhob","Not Significant"
9.08465013922291e-09,-0.353541564778923,0.476,0.553,0.000228288173348533,"Pim1","Not Significant"
9.14494016566472e-09,0.63967603291769,0.349,0.272,0.000229803201422989,"Stat1","Upregulated"
9.99480023573417e-09,-0.34500483384894,0.306,0.382,0.000251159335123764,"Tmem258","Not Significant"
1.02553930836707e-08,1.12107435598496,0.116,0.06,0.000257707772799562,"Il18bp","Upregulated"
1.43744040628099e-08,0.285273797711371,0.722,0.609,0.000361214399694349,"Ndufb1-ps","Not Significant"
1.4406620987427e-08,0.693428956161651,0.254,0.181,0.000362023978793054,"Irf7","Upregulated"
1.56669449265707e-08,0.270162167518093,0.581,0.46,0.000393694659059796,"Csnk1a1","Not Significant"
1.59000377382321e-08,-0.651525856395443,0.216,0.283,0.000399552048324035,"Phlda1","Downregulated"
3.25926596297927e-08,0.963438513292526,0.273,0.203,0.00081902094383706,"Isg15","Upregulated"
3.74524220370742e-08,0.306203085851639,0.638,0.542,0.000941141913369638,"Macf1","Not Significant"
3.97781309235625e-08,-0.254381702702377,0.627,0.696,0.000999584651978202,"Gdi2","Not Significant"
4.61014441949846e-08,-0.269106639563634,0.641,0.706,0.00115848319117577,"Sdcbp","Not Significant"
4.9554910785669e-08,0.606680532486488,0.192,0.127,0.00124526535313308,"Psip1","Upregulated"
5.56788533134303e-08,0.466858119557278,0.248,0.175,0.00139915390491319,"Sptbn1","Not Significant"
5.95463871712359e-08,0.503016909623292,0.219,0.148,0.00149634116322599,"Ldhb","Upregulated"
6.06389303262324e-08,-0.271068247318217,0.471,0.54,0.00152379568016789,"Dbi","Not Significant"
6.96184823247048e-08,0.309025588674984,0.599,0.489,0.00174944284233751,"Atp5o","Not Significant"
9.28679618186121e-08,0.732701039324735,0.167,0.103,0.0023336790125399,"Wdr43","Upregulated"
1.22877438672386e-07,-0.368395010411447,0.427,0.495,0.00308778715639838,"Ifrd1","Not Significant"
1.24762396562335e-07,0.75782338612642,0.156,0.094,0.00313515426321492,"Naip2","Upregulated"
1.38616813246697e-07,0.346490522614096,0.525,0.438,0.00348330190007626,"Anp32b","Not Significant"
1.57096343192505e-07,-0.560749420971383,0.163,0.219,0.00394767400808447,"Ifi27","Downregulated"
1.65170550789804e-07,-0.387626027425827,0.347,0.41,0.00415057077079697,"Tagln2","Not Significant"
1.92841879198751e-07,-0.373476340413446,0.353,0.417,0.00484592358238541,"Gm26532","Not Significant"
2.04639904728508e-07,-0.711169901337315,0.08,0.125,0.00514239616592267,"Gpr84","Downregulated"
2.20085858470808e-07,0.352920863533359,0.658,0.63,0.00553053753751293,"Psmb8","Not Significant"
2.40485308070613e-07,0.653536668857077,0.236,0.167,0.00604315530650643,"Snrnp27","Upregulated"
2.56502442266473e-07,-0.438718438372611,0.166,0.227,0.00644564987171419,"Igf1","Not Significant"
2.71253411805624e-07,0.486576228021575,0.393,0.324,0.00681632698526353,"Pdgfb","Not Significant"
3.24236618214598e-07,-0.305403510448509,0.387,0.452,0.00814774197911463,"Trmt112","Not Significant"
3.36385300844114e-07,-0.682423819575403,0.144,0.196,0.00845302622491173,"Ehd1","Downregulated"
3.39759027471779e-07,0.668656074601742,0.189,0.123,0.00853780460133833,"Dgkz","Upregulated"
3.42960504178455e-07,0.894423991929327,0.11,0.061,0.00861825450950038,"Por","Upregulated"
3.7263741364418e-07,0.363015851270078,0.488,0.408,0.00936400556746461,"Eif5b","Not Significant"
4.24278208551273e-07,0.540630396448418,0.223,0.154,0.0106616871026849,"Xaf1","Upregulated"
4.42966526542118e-07,-0.689016056464007,0.185,0.243,0.0111313058454769,"Tnip3","Downregulated"
4.46281693659614e-07,-0.60666879239784,0.235,0.293,0.0112146126799724,"Clec4n","Downregulated"
4.46765897556316e-07,-0.482646908701075,0.187,0.24,0.0112267802396927,"Srpr","Not Significant"
4.61533278251308e-07,-0.257061079605386,0.545,0.604,0.0115978697491771,"Asah1","Not Significant"
4.75384402369656e-07,-0.365799614742226,0.194,0.254,0.0119459346471471,"B230219D22Rik","Not Significant"
4.78517287749559e-07,0.804518474668047,0.126,0.074,0.0120246609238587,"Larp7","Upregulated"
4.87884317577746e-07,-0.465337413364709,0.277,0.335,0.0122600450164112,"Nlrp3","Not Significant"
5.0330225538987e-07,0.300248220269685,0.607,0.557,0.012647482375692,"Lyn","Not Significant"
5.15710872228579e-07,0.409774412051293,0.386,0.304,0.012959298508232,"Ppt1","Not Significant"
6.27330889254586e-07,-0.710909918295421,0.106,0.152,0.0157641979160785,"Maff","Downregulated"
6.81531115764914e-07,0.389370634828336,0.621,0.492,0.0171261954080565,"AY036118","Not Significant"
7.26454838208203e-07,0.853061978109815,0.1,0.054,0.0182550836293339,"Slfn1","Upregulated"
7.27747925718175e-07,0.461477278341453,0.34,0.266,0.018287577625372,"Pdap1","Not Significant"
7.38343411369925e-07,-0.319124506428806,0.287,0.348,0.0185538315843148,"Eloc","Not Significant"
7.8139961999118e-07,0.671007564750393,0.122,0.07,0.0196357910507584,"H2-Q6","Upregulated"
8.51439152604614e-07,0.61693430006034,0.241,0.175,0.0213958144658013,"Eif3j1","Upregulated"
9.50039132845573e-07,0.660719744301264,0.2,0.138,0.0238735333692764,"Phf11d","Upregulated"
9.63897464136772e-07,-0.310969462320242,0.213,0.276,0.024221779376293,"Tanc2","Not Significant"
1.02881578196194e-06,0.489197535504413,0.4,0.335,0.0258531117849216,"Lgals3bp","Not Significant"
1.04433497073847e-06,0.348897202356503,0.341,0.263,0.0262430934796869,"Sod1","Not Significant"
1.17063733638415e-06,0.276773108136036,0.537,0.443,0.0294169456259974,"Chmp2a","Not Significant"
1.17975159401675e-06,0.353500170167563,0.403,0.32,0.029645977806047,"Slc38a2","Not Significant"
1.18554723175274e-06,0.50441262749721,0.285,0.213,0.0297916163867145,"Ddx21","Upregulated"
1.23658459457063e-06,-0.293320047101477,0.341,0.403,0.0310741342769654,"Pid1","Not Significant"
1.28948857782554e-06,-0.377710127198457,0.578,0.63,0.032403558472178,"Ctsd","Not Significant"
1.3599703777235e-06,0.353972551764678,0.287,0.213,0.0341746956218137,"Cmip","Not Significant"
1.37708792395517e-06,-0.302692679556406,0.422,0.482,0.0346048424410694,"Blvrb","Not Significant"
1.45186719834355e-06,0.252001969439693,0.489,0.394,0.0364839708271752,"Mdh1","Not Significant"
1.58484539386953e-06,0.620454950434114,0.186,0.125,0.0398255799025474,"Slfn8","Upregulated"
1.63686468590487e-06,0.261967280308136,0.668,0.58,0.0411327726921034,"Atp5d","Not Significant"
1.78548644040436e-06,0.534475459691022,0.344,0.277,0.0448674887609211,"Tmco1","Upregulated"
1.845441877649e-06,0.644647778381254,0.178,0.119,0.0463741089434417,"Ifi211","Upregulated"
2.33439858852092e-06,-0.250103500596027,0.324,0.389,0.0586611021309423,"Sptssa","Not Significant"
2.57424698557862e-06,-0.278324705072331,0.457,0.507,0.0646882525006051,"Arf4","Not Significant"
2.91472185481746e-06,-0.621051163412802,0.081,0.121,0.0732440454897079,"Pxdc1","Not Significant"
3.03629847280975e-06,-0.840439131076312,0.225,0.279,0.0762991443232362,"Hmox1","Not Significant"
